acceptance_ratio,average_latency,cpu_utilization,memory_utilization,resource_efficiency,placed_vnfs,rejected_vnfs,algorithm
100.0,30.0,62.22222222222222,65.55555555555556,0.011494252873563218,20,0,Greedy
100.0,26.0,62.22222222222222,65.55555555555556,0.011494252873563218,20,0,First-Fit
100.0,26.0,62.22222222222222,65.55555555555556,0.011494252873563218,20,0,Best-Fit
